Balance Sheet,Stockname,Mar 2010,Sep 2010,Mar 2011,Sep 2011,Mar 2012,Dec 2012,Mar 2013,Jun 2013,Dec 2013,Mar 2014,Jun 2014,Sep 2014,Dec 2014,Mar 2015,Jun 2015,Sep 2015,Dec 2015,Mar 2016,Sep 2016,Dec 2016,Mar 2017,Sep 2017,Dec 2017,Mar 2018,Sep 2018,Dec 2018,Mar 2019,Sep 2019,Dec 2019,Mar 2020,Sep 2020,Dec 2020,Mar 2021,Sep 2021,Dec 2021,Mar 2022,Sep 2022,Dec 2022,Mar 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024
Other Liabilities,GRSE,,,,,,,5079.0,,,5477.0,,,,2994.0,,,,3317.0,,,3458.0,,,3302.0,,,3152.0,,,4355.0,,,5656.0,,,6374.0,,,9057.0,,,8513.0,
Total Liabilities,GRSE,,,,,,,5947.0,,,6432.0,,,,4001.0,,,,4454.0,,,4567.0,,,4323.0,,,4191.0,,,5395.0,,,6797.0,,,7643.0,,,10783.0,,,10252.0,
Fixed Assets,GRSE,,,,,,,278.0,,,363.0,,,,366.0,,,,344.0,,,358.0,,,389.0,,,302.0,,,304.0,,,340.0,,,501.0,,,508.0,,,506.0,
CWIP,GRSE,,,,,,,77.0,,,18.0,,,,11.0,,,,22.0,,,23.0,,,16.0,,,34.0,,,52.0,,,151.0,,,10.0,,,6.0,,,12.0,
Investments,GRSE,,,,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,2.0,,,54.0,,,826.0,,,197.0,,,234.0,,,0.0,
Other Assets,GRSE,,,,,,,5592.0,,,6052.0,,,,3624.0,,,,4088.0,,,4185.0,,,3918.0,,,3852.0,,,4986.0,,,5480.0,,,6936.0,,,10036.0,,,9735.0,
Total Assets,GRSE,,,,,,,5947.0,,,6432.0,,,,4001.0,,,,4454.0,,,4567.0,,,4323.0,,,4191.0,,,5395.0,,,6797.0,,,7643.0,,,10783.0,,,10252.0,
Equity Capital,HAL,,,,,,,,,,,,,,482.0,,,,362.0,,,362.0,,,334.0,,,334.0,,,334.0,,,334.0,,,334.0,,,334.0,,,334.0,
Reserves,HAL,,,,,,,,,,,,,,16322.0,,,,10671.0,,,12198.0,,,9177.0,,,11748.0,,,12914.0,,,15090.0,,,18979.0,,,23238.0,,,28804.0,
Borrowings,HAL,,,,,,,,,,,,,,165.0,,,,80.0,,,1022.0,,,905.0,,,4116.0,,,5927.0,,,53.0,,,49.0,,,52.0,,,50.0,
Other Liabilities,HAL,,,,,,,,,,,,,,47370.0,,,,45420.0,,,38163.0,,,38047.0,,,35298.0,,,35027.0,,,37619.0,,,40892.0,,,45652.0,,,51723.0,
Total Liabilities,HAL,,,,,,,,,,,,,,64339.0,,,,56532.0,,,51744.0,,,48463.0,,,51496.0,,,54203.0,,,53096.0,,,60254.0,,,69276.0,,,80911.0,
Fixed Assets,HAL,,,,,,,,,,,,,,7366.0,,,,6925.0,,,7350.0,,,7566.0,,,7459.0,,,7357.0,,,7166.0,,,6766.0,,,6834.0,,,6737.0,
CWIP,HAL,,,,,,,,,,,,,,235.0,,,,1025.0,,,1389.0,,,1462.0,,,1502.0,,,2043.0,,,1950.0,,,2473.0,,,1885.0,,,2493.0,
Investments,HAL,,,,,,,,,,,,,,570.0,,,,916.0,,,994.0,,,1010.0,,,910.0,,,991.0,,,1121.0,,,1363.0,,,1458.0,,,1591.0,
Other Assets,HAL,,,,,,,,,,,,,,56168.0,,,,47666.0,,,42011.0,,,38425.0,,,41625.0,,,43812.0,,,42860.0,,,49653.0,,,59099.0,,,70089.0,
Total Assets,HAL,,,,,,,,,,,,,,64339.0,,,,56532.0,,,51744.0,,,48463.0,,,51496.0,,,54203.0,,,53096.0,,,60254.0,,,69276.0,,,80911.0,
Equity Capital,HAPPSTMNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,9.0,,,28.0,,,29.0,,,29.0,,,30.0,
Reserves,HAPPSTMNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.0,,,220.0,,,518.0,,,637.0,,,810.0,,,1450.0,
Borrowings,HAPPSTMNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,150.0,,,193.0,,,250.0,,,534.0,,,512.0,
Other Liabilities,HAPPSTMNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,358.0,,,129.0,,,176.0,,,205.0,,,256.0,,,242.0,
Total Liabilities,HAPPSTMNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0,,,508.0,,,915.0,,,1120.0,,,1628.0,,,2235.0,
Fixed Assets,HAPPSTMNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,38.0,,,128.0,,,158.0,,,432.0,,,413.0,
CWIP,HAPPSTMNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,,0.0,
Investments,HAPPSTMNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,83.0,,,391.0,,,472.0,,,13.0,,,0.0,
Other Assets,HAPPSTMNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,,,387.0,,,395.0,,,491.0,,,1181.0,,,1822.0,
Total Assets,HAPPSTMNDS,,,,,,,,,,,,,,,,,,,,,,,,,,,414.0,,,508.0,,,915.0,,,1120.0,,,1628.0,,,2235.0,
Equity Capital,HAVELLS,,,,,,,62.0,,,62.0,,,,62.0,,,,62.0,,,62.0,,,63.0,,,63.0,,,63.0,,,63.0,,,63.0,,,63.0,,,63.0,
Reserves,HAVELLS,,,,,,,1380.0,,,1604.0,,,,1756.0,,,,2965.0,,,3214.0,,,3667.0,,,4135.0,,,4249.0,,,5114.0,,,5940.0,,,6563.0,,,7384.0,
Borrowings,HAVELLS,,,,,,,982.0,,,1054.0,,,,424.0,,,,134.0,,,208.0,,,115.0,,,94.0,,,72.0,,,521.0,,,616.0,,,223.0,,,303.0,
Other Liabilities,HAVELLS,,,,,,,2034.0,,,2613.0,,,,2546.0,,,,1225.0,,,1683.0,,,2763.0,,,2856.0,,,2690.0,,,3155.0,,,3904.0,,,4309.0,,,4683.0,
Total Liabilities,HAVELLS,,,,,,,4458.0,,,5332.0,,,,4788.0,,,,4387.0,,,5168.0,,,6608.0,,,7148.0,,,7073.0,,,8852.0,,,10523.0,,,11157.0,,,12433.0,
Fixed Assets,HAVELLS,,,,,,,1500.0,,,1600.0,,,,1541.0,,,,1224.0,,,1300.0,,,2819.0,,,2904.0,,,3350.0,,,3290.0,,,3434.0,,,3621.0,,,3988.0,
CWIP,HAVELLS,,,,,,,25.0,,,44.0,,,,38.0,,,,20.0,,,12.0,,,24.0,,,233.0,,,86.0,,,90.0,,,57.0,,,166.0,,,299.0,
Investments,HAVELLS,,,,,,,0.0,,,0.0,,,,0.0,,,,189.0,,,162.0,,,0.0,,,0.0,,,0.0,,,306.0,,,426.0,,,201.0,,,20.0,
Other Assets,HAVELLS,,,,,,,2933.0,,,3688.0,,,,3209.0,,,,2954.0,,,3694.0,,,3765.0,,,4012.0,,,3638.0,,,5166.0,,,6606.0,,,7170.0,,,8126.0,
Total Assets,HAVELLS,,,,,,,4458.0,,,5332.0,,,,4788.0,,,,4387.0,,,5168.0,,,6608.0,,,7148.0,,,7073.0,,,8852.0,,,10523.0,,,11157.0,,,12433.0,
Equity Capital,HCLTECH,,,,,,,,139.0,,,140.0,,,,281.0,,,282.0,,,285.0,,,278.0,,,271.0,,,543.0,,,543.0,,,543.0,,,543.0,,,543.0,
Reserves,HCLTECH,,,,,,,,13025.0,,,19410.0,,,,23943.0,,,27109.0,,,32664.0,,,36108.0,,,41095.0,,,50724.0,,,59370.0,,,61371.0,,,64862.0,,,67720.0,
Borrowings,HCLTECH,,,,,,,,1044.0,,,1018.0,,,,648.0,,,1090.0,,,582.0,,,557.0,,,4195.0,,,7986.0,,,6864.0,,,6343.0,,,4794.0,,,5758.0,
Other Liabilities,HCLTECH,,,,,,,,8191.0,,,9412.0,,,,10372.0,,,10859.0,,,12231.0,,,11046.0,,,12788.0,,,23566.0,,,19270.0,,,20664.0,,,23051.0,,,24985.0,
Total Liabilities,HCLTECH,,,,,,,,22399.0,,,29980.0,,,,35245.0,,,39341.0,,,45762.0,,,47989.0,,,58349.0,,,82819.0,,,86047.0,,,88921.0,,,93250.0,,,99006.0,
Fixed Assets,HCLTECH,,,,,,,,6753.0,,,7444.0,,,,8275.0,,,9716.0,,,15235.0,,,18753.0,,,22888.0,,,37490.0,,,37145.0,,,35077.0,,,34619.0,,,35063.0,
CWIP,HCLTECH,,,,,,,,494.0,,,531.0,,,,552.0,,,611.0,,,448.0,,,320.0,,,235.0,,,400.0,,,312.0,,,129.0,,,40.0,,,108.0,
Investments,HCLTECH,,,,,,,,713.0,,,662.0,,,,869.0,,,698.0,,,1306.0,,,2660.0,,,2305.0,,,7066.0,,,6862.0,,,6351.0,,,5495.0,,,7137.0,
Other Assets,HCLTECH,,,,,,,,14440.0,,,21343.0,,,,25548.0,,,28315.0,,,28773.0,,,26256.0,,,32921.0,,,37863.0,,,41728.0,,,47364.0,,,53096.0,,,56698.0,
Total Assets,HCLTECH,,,,,,,,22399.0,,,29980.0,,,,35245.0,,,39341.0,,,45762.0,,,47989.0,,,58349.0,,,82819.0,,,86047.0,,,88921.0,,,93250.0,,,99006.0,
Equity Capital,HDFCAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0,,,107.0,
Reserves,HDFCAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6001.0,,,6968.0,
Borrowings,HDFCAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,
Other Liabilities,HDFCAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.0,,,479.0,
Total Liabilities,HDFCAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6536.0,,,7554.0,
Fixed Assets,HDFCAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,153.0,
CWIP,HDFCAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,
Investments,HDFCAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6076.0,,,7156.0,
Other Assets,HDFCAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,,,244.0,
Total Assets,HDFCAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6536.0,,,7554.0,
Equity Capital,HDFCBANK,,,,,,,476.0,,,480.0,,,,501.0,,,,506.0,,,513.0,,,519.0,,,545.0,,,548.0,,,551.0,,,555.0,,,558.0,,,760.0,
Reserves,HDFCBANK,,,,,,,36167.0,,,43687.0,,,,62653.0,,,,73798.0,,,91281.0,,,109080.0,,,153128.0,,,175810.0,,,209259.0,,,246772.0,,,288880.0,,,455636.0,
Borrowings,HDFCBANK,,,,,,,335588.0,,,416677.0,,,,509762.0,,,,649587.0,,,741550.0,,,944817.0,,,1080235.0,,,1333041.0,,,1511418.0,,,1784970.0,,,2139212.0,,,3107503.0,
Other Liabilities,HDFCBANK,,,,,,,35492.0,,,42776.0,,,,34181.0,,,,38321.0,,,59000.0,,,48770.0,,,58898.0,,,71430.0,,,78279.0,,,90639.0,,,101783.0,,,466296.0,
Total Liabilities,HDFCBANK,,,,,,,407723.0,,,503620.0,,,,607097.0,,,,762212.0,,,892344.0,,,1103186.0,,,1292806.0,,,1580830.0,,,1799507.0,,,2122934.0,,,2530432.0,,,4030194.0,
Fixed Assets,HDFCBANK,,,,,,,2773.0,,,3026.0,,,,3225.0,,,,3667.0,,,4000.0,,,4008.0,,,4369.0,,,4776.0,,,5248.0,,,6432.0,,,8431.0,,,12604.0,
CWIP,HDFCBANK,,,,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,
Investments,HDFCBANK,,,,,,,110960.0,,,119571.0,,,,149454.0,,,,193634.0,,,210777.0,,,238461.0,,,289446.0,,,389305.0,,,438823.0,,,449264.0,,,511582.0,,,1005682.0,
Other Assets,HDFCBANK,,,,,,,293989.0,,,381023.0,,,,454417.0,,,,564912.0,,,677567.0,,,860717.0,,,998991.0,,,1186750.0,,,1355435.0,,,1667238.0,,,2010419.0,,,3011909.0,
Total Assets,HDFCBANK,,,,,,,407723.0,,,503620.0,,,,607097.0,,,,762212.0,,,892344.0,,,1103186.0,,,1292806.0,,,1580830.0,,,1799507.0,,,2122934.0,,,2530432.0,,,4030194.0,
Equity Capital,HDFCLIFE,,,,,,,1995.0,,,1995.0,,,,1995.0,,,,1995.0,,,1998.0,,,2012.0,,,2017.0,,,2019.0,,,2021.0,,,2113.0,,,2149.0,,,2151.0,
Reserves,HDFCLIFE,,,,,,,-658.0,,,-67.0,,,,546.0,,,,1108.0,,,1828.0,,,2693.0,,,3625.0,,,4788.0,,,6619.0,,,13501.0,,,10844.0,,,12515.0,
Borrowings,HDFCLIFE,,,,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,600.0,,,600.0,,,950.0,,,950.0,
Other Liabilities,HDFCLIFE,,,,,,,40581.0,,,50347.0,,,,66767.0,,,,73441.0,,,91270.0,,,105778.0,,,124378.0,,,125417.0,,,170415.0,,,214521.0,,,234126.0,,,287071.0,
Total Liabilities,HDFCLIFE,,,,,,,41918.0,,,52275.0,,,,69309.0,,,,76544.0,,,95097.0,,,110483.0,,,130020.0,,,132224.0,,,179655.0,,,230734.0,,,248069.0,,,302687.0,
Fixed Assets,HDFCLIFE,,,,,,,252.0,,,279.0,,,,346.0,,,,335.0,,,337.0,,,336.0,,,370.0,,,322.0,,,585.0,,,6605.0,,,997.0,,,1549.0,
CWIP,HDFCLIFE,,,,,,,29.0,,,10.0,,,,6.0,,,,12.0,,,16.0,,,5.0,,,10.0,,,8.0,,,14.0,,,20.0,,,31.0,,,28.0,
Investments,HDFCLIFE,,,,,,,40404.0,,,50527.0,,,,67024.0,,,,74144.0,,,91723.0,,,106590.0,,,124958.0,,,127256.0,,,173564.0,,,216551.0,,,238197.0,,,291128.0,
Other Assets,HDFCLIFE,,,,,,,1232.0,,,1458.0,,,,1932.0,,,,2053.0,,,3020.0,,,3551.0,,,4682.0,,,4637.0,,,5493.0,,,7559.0,,,8844.0,,,9982.0,
Total Assets,HDFCLIFE,,,,,,,41918.0,,,52275.0,,,,69309.0,,,,76544.0,,,95097.0,,,110483.0,,,130020.0,,,132224.0,,,179655.0,,,230734.0,,,248069.0,,,302687.0,
Equity Capital,HERITGFOOD,,,,,,,12.0,,,23.0,,,,23.0,,,,23.0,,,23.0,,,23.0,,,23.0,,,23.0,,,23.0,,,23.0,,,46.0,,,46.0,
Reserves,HERITGFOOD,,,,,,,130.0,,,156.0,,,,170.0,,,,217.0,,,564.0,,,751.0,,,776.0,,,433.0,,,569.0,,,631.0,,,676.0,,,759.0,
Borrowings,HERITGFOOD,,,,,,,126.0,,,142.0,,,,157.0,,,,126.0,,,158.0,,,280.0,,,299.0,,,306.0,,,69.0,,,19.0,,,168.0,,,132.0,
Other Liabilities,HERITGFOOD,,,,,,,143.0,,,172.0,,,,175.0,,,,209.0,,,250.0,,,652.0,,,536.0,,,226.0,,,217.0,,,229.0,,,234.0,,,344.0,
Total Liabilities,HERITGFOOD,,,,,,,411.0,,,492.0,,,,526.0,,,,575.0,,,996.0,,,1707.0,,,1635.0,,,988.0,,,879.0,,,903.0,,,1125.0,,,1281.0,
Fixed Assets,HERITGFOOD,,,,,,,237.0,,,271.0,,,,281.0,,,,312.0,,,296.0,,,433.0,,,476.0,,,481.0,,,580.0,,,579.0,,,622.0,,,704.0,
CWIP,HERITGFOOD,,,,,,,8.0,,,11.0,,,,9.0,,,,10.0,,,8.0,,,9.0,,,42.0,,,77.0,,,18.0,,,8.0,,,20.0,,,20.0,
Investments,HERITGFOOD,,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,478.0,,,1002.0,,,835.0,,,152.0,,,13.0,,,18.0,,,15.0,,,140.0,
Other Assets,HERITGFOOD,,,,,,,165.0,,,209.0,,,,235.0,,,,252.0,,,214.0,,,263.0,,,282.0,,,278.0,,,267.0,,,298.0,,,469.0,,,416.0,
Total Assets,HERITGFOOD,,,,,,,411.0,,,492.0,,,,526.0,,,,575.0,,,996.0,,,1707.0,,,1635.0,,,988.0,,,879.0,,,903.0,,,1125.0,,,1281.0,
Equity Capital,HEROMOTOCO,,,,,,,,,,40.0,,,,40.0,,,,40.0,,,40.0,,,40.0,,,40.0,,,40.0,,,40.0,,,40.0,,,40.0,,,40.0,
Reserves,HEROMOTOCO,,,,,,,,,,5583.0,,,,6500.0,,,,8794.0,,,10276.0,,,11932.0,,,13080.0,,,14366.0,,,15376.0,,,15807.0,,,16616.0,,,17659.0,
Borrowings,HEROMOTOCO,,,,,,,,,,284.0,,,,100.0,,,,232.0,,,261.0,,,228.0,,,312.0,,,453.0,,,584.0,,,605.0,,,568.0,,,606.0,
Other Liabilities,HEROMOTOCO,,,,,,,,,,4215.0,,,,4014.0,,,,3829.0,,,4736.0,,,5197.0,,,5072.0,,,4815.0,,,7096.0,,,6027.0,,,6694.0,,,7847.0,
Total Liabilities,HEROMOTOCO,,,,,,,,,,10122.0,,,,10654.0,,,,12896.0,,,15312.0,,,17397.0,,,18504.0,,,19674.0,,,23096.0,,,22478.0,,,23917.0,,,26153.0,
Fixed Assets,HEROMOTOCO,,,,,,,,,,2247.0,,,,2952.0,,,,3784.0,,,4599.0,,,4961.0,,,4952.0,,,6473.0,,,6380.0,,,6194.0,,,6159.0,,,6232.0,
CWIP,HEROMOTOCO,,,,,,,,,,855.0,,,,719.0,,,,653.0,,,581.0,,,355.0,,,573.0,,,391.0,,,495.0,,,517.0,,,454.0,,,484.0,
Investments,HEROMOTOCO,,,,,,,,,,4106.0,,,,3118.0,,,,4501.0,,,6066.0,,,7669.0,,,6114.0,,,8359.0,,,10582.0,,,10528.0,,,10891.0,,,12751.0,
Other Assets,HEROMOTOCO,,,,,,,,,,2914.0,,,,3864.0,,,,3958.0,,,4066.0,,,4411.0,,,6865.0,,,4451.0,,,5639.0,,,5240.0,,,6413.0,,,6685.0,
Total Assets,HEROMOTOCO,,,,,,,,,,10122.0,,,,10654.0,,,,12896.0,,,15312.0,,,17397.0,,,18504.0,,,19674.0,,,23096.0,,,22478.0,,,23917.0,,,26153.0,
Equity Capital,HINDUNILVR,,,,,,,216.0,,,216.0,,,,216.0,,,,216.0,,,216.0,,,216.0,,,216.0,,,216.0,,,235.0,,,235.0,,,235.0,,,235.0,
Reserves,HINDUNILVR,,,,,,,2649.0,,,3321.0,,,,3811.0,,,,6357.0,,,6528.0,,,7065.0,,,7651.0,,,8013.0,,,47439.0,,,48826.0,,,50069.0,,,50983.0,
Borrowings,HINDUNILVR,,,,,,,25.0,,,46.0,,,,43.0,,,,177.0,,,277.0,,,0.0,,,99.0,,,0.0,,,1009.0,,,1043.0,,,1219.0,,,1484.0,
Other Liabilities,HINDUNILVR,,,,,,,9202.0,,,10171.0,,,,10359.0,,,,8043.0,,,8685.0,,,10581.0,,,10663.0,,,11924.0,,,20057.0,,,20402.0,,,21554.0,,,25787.0,
Total Liabilities,HINDUNILVR,,,,,,,12092.0,,,13754.0,,,,14430.0,,,,14793.0,,,15706.0,,,17862.0,,,18629.0,,,20153.0,,,68740.0,,,70506.0,,,73077.0,,,78489.0,
Fixed Assets,HINDUNILVR,,,,,,,2431.0,,,2746.0,,,,2821.0,,,,3258.0,,,4419.0,,,4528.0,,,4715.0,,,5479.0,,,51443.0,,,51473.0,,,52678.0,,,53744.0,
CWIP,HINDUNILVR,,,,,,,222.0,,,373.0,,,,516.0,,,,408.0,,,229.0,,,461.0,,,406.0,,,597.0,,,745.0,,,1313.0,,,1132.0,,,1025.0,
Investments,HINDUNILVR,,,,,,,2252.0,,,2838.0,,,,3025.0,,,,2592.0,,,3794.0,,,2873.0,,,2716.0,,,1255.0,,,2709.0,,,3521.0,,,2882.0,,,4625.0,
Other Assets,HINDUNILVR,,,,,,,7186.0,,,7797.0,,,,8067.0,,,,8535.0,,,7264.0,,,10000.0,,,10792.0,,,12822.0,,,13843.0,,,14199.0,,,16385.0,,,19095.0,
Total Assets,HINDUNILVR,,,,,,,12092.0,,,13754.0,,,,14430.0,,,,14793.0,,,15706.0,,,17862.0,,,18629.0,,,20153.0,,,68740.0,,,70506.0,,,73077.0,,,78489.0,
Equity Capital,HLEGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,13.0,,,13.0,,,14.0,,,14.0,,,14.0,
Reserves,HLEGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,63.0,,,100.0,,,239.0,,,312.0,,,403.0,
Borrowings,HLEGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,,,100.0,,,96.0,,,218.0,,,258.0,,,390.0,
Other Liabilities,HLEGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,,,159.0,,,168.0,,,289.0,,,308.0,,,396.0,
Total Liabilities,HLEGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,,,335.0,,,377.0,,,759.0,,,891.0,,,1202.0,
Fixed Assets,HLEGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,94.0,,,120.0,,,245.0,,,318.0,,,541.0,
CWIP,HLEGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,10.0,,,3.0,,,31.0,,,3.0,,,19.0,
Investments,HLEGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,
Other Assets,HLEGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,,,231.0,,,254.0,,,483.0,,,570.0,,,641.0,
Total Assets,HLEGLAS,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,,,335.0,,,377.0,,,759.0,,,891.0,,,1202.0,
Equity Capital,HNDFDS,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,21.0,,,21.0,,,23.0,,,23.0,,,23.0,
Reserves,HNDFDS,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,165.0,,,232.0,,,281.0,,,352.0,,,623.0,
Borrowings,HNDFDS,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,165.0,,,218.0,,,350.0,,,513.0,,,730.0,
Other Liabilities,HNDFDS,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,188.0,,,266.0,,,331.0,,,447.0,,,549.0,
Total Liabilities,HNDFDS,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0,,,539.0,,,737.0,,,984.0,,,1335.0,,,1925.0,
Fixed Assets,HNDFDS,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,250.0,,,308.0,,,427.0,,,554.0,,,909.0,
CWIP,HNDFDS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,26.0,,,53.0,,,87.0,,,125.0,,,8.0,
Investments,HNDFDS,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,
Other Assets,HNDFDS,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,,,261.0,,,375.0,,,470.0,,,656.0,,,1008.0,
Total Assets,HNDFDS,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0,,,539.0,,,737.0,,,984.0,,,1335.0,,,1925.0,
Equity Capital,ICICIBANK,,,,,,,1154.0,,,1155.0,,,,1160.0,,,,1163.0,,,1165.0,,,1286.0,,,1289.0,,,1295.0,,,1383.0,,,1390.0,,,1397.0,,,1405.0,
Reserves,ICICIBANK,,,,,,,67609.0,,,75275.0,,,,83545.0,,,,92948.0,,,103467.0,,,109344.0,,,112964.0,,,121665.0,,,156204.0,,,180663.0,,,213101.0,,,254739.0,
Borrowings,ICICIBANK,,,,,,,487659.0,,,543055.0,,,,597207.0,,,,671455.0,,,700874.0,,,815198.0,,,891641.0,,,1014636.0,,,1103840.0,,,1252968.0,,,1399894.0,,,1651008.0,
Other Liabilities,ICICIBANK,,,,,,,118401.0,,,128278.0,,,,144167.0,,,,153190.0,,,180219.0,,,198453.0,,,232899.0,,,239696.0,,,312385.0,,,317616.0,,,344099.0,,,456911.0,
Total Liabilities,ICICIBANK,,,,,,,674822.0,,,747762.0,,,,826079.0,,,,918756.0,,,985725.0,,,1124281.0,,,1238794.0,,,1377292.0,,,1573812.0,,,1752637.0,,,1958490.0,,,2364063.0,
Fixed Assets,ICICIBANK,,,,,,,5473.0,,,5507.0,,,,5871.0,,,,8713.0,,,9338.0,,,9465.0,,,9660.0,,,10409.0,,,10917.0,,,10707.0,,,11070.0,,,15714.0,
CWIP,ICICIBANK,,,,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,
Investments,ICICIBANK,,,,,,,255667.0,,,267609.0,,,,274311.0,,,,286044.0,,,304373.0,,,372208.0,,,398201.0,,,443473.0,,,536579.0,,,567098.0,,,639552.0,,,827163.0,
Other Assets,ICICIBANK,,,,,,,413682.0,,,474646.0,,,,545897.0,,,,623999.0,,,672013.0,,,742608.0,,,830933.0,,,923411.0,,,1026317.0,,,1174833.0,,,1307868.0,,,1521186.0,
Total Assets,ICICIBANK,,,,,,,674822.0,,,747762.0,,,,826079.0,,,,918756.0,,,985725.0,,,1124281.0,,,1238794.0,,,1377292.0,,,1573812.0,,,1752637.0,,,1958490.0,,,2364063.0,
Equity Capital,ICICIGI,,,,,,,437.0,,,445.0,,,,447.0,,,,448.0,,,451.0,,,454.0,,,454.0,,,454.0,,,455.0,,,491.0,,,491.0,,,493.0,
Reserves,ICICIGI,,,,,,,1433.0,,,1949.0,,,,2439.0,,,,2789.0,,,3450.0,,,4087.0,,,4946.0,,,5680.0,,,7144.0,,,8702.0,,,9953.0,,,11712.0,
Borrowings,ICICIGI,,,,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,485.0,,,485.0,,,485.0,,,485.0,,,485.0,,,255.0,,,35.0,,,35.0,
Other Liabilities,ICICIGI,,,,,,,10767.0,,,12350.0,,,,11760.0,,,,12440.0,,,18965.0,,,24723.0,,,27517.0,,,30423.0,,,31214.0,,,41401.0,,,44607.0,,,51068.0,
Total Liabilities,ICICIGI,,,,,,,12637.0,,,14744.0,,,,14646.0,,,,15676.0,,,23351.0,,,29750.0,,,33403.0,,,37042.0,,,39298.0,,,50848.0,,,55086.0,,,63308.0,
Fixed Assets,ICICIGI,,,,,,,390.0,,,373.0,,,,381.0,,,,510.0,,,516.0,,,368.0,,,1965.0,,,664.0,,,717.0,,,941.0,,,883.0,,,930.0,
CWIP,ICICIGI,,,,,,,10.0,,,17.0,,,,9.0,,,,10.0,,,11.0,,,38.0,,,17.0,,,12.0,,,14.0,,,11.0,,,25.0,,,94.0,
Investments,ICICIGI,,,,,,,7800.0,,,9290.0,,,,10200.0,,,,11426.0,,,14806.0,,,18193.0,,,20714.0,,,26327.0,,,30788.0,,,38412.0,,,42836.0,,,48584.0,
Other Assets,ICICIGI,,,,,,,4436.0,,,5064.0,,,,4056.0,,,,3730.0,,,8018.0,,,11151.0,,,10707.0,,,10039.0,,,7779.0,,,11485.0,,,11342.0,,,13700.0,
Total Assets,ICICIGI,,,,,,,12637.0,,,14744.0,,,,14646.0,,,,15676.0,,,23351.0,,,29750.0,,,33403.0,,,37042.0,,,39298.0,,,50848.0,,,55086.0,,,63308.0,
